FCG J004820.7-021311   00 48 20.747  -02 13 11.21   1.30    c                            006055                      t lobe with fan dl? x?
FCG J005604.5-021744   00 56 04.599  -02 17 44.25   2.31                                 007003                      mg sz? rc
FCG J011341.1+010609   01 13 41.119  +01 06 09.19   2.74    c                            009090                      x? sz? dl?
FCG J013715.1-091155   01 37 15.175  -09 11 55.76   0.68                                 011996                      rc? lobe? arc? beads
FCG J014519.7-015951   01 45 19.751  -01 59 51.82   0.78                                 012983                      sz x? hook pretzel
FCG J015727.6-092745   01 57 27.659  -09 27 45.96   1.74    c                            014393                      nat arc ring??
FCG J023216.4-003305   02 32 16.464  -00 33 05.32   0.41                                 020847                      nat? bifurcation core id ambiguous
FCG J070644.5+423118   07 06 44.539  +42 31 18.88   2.45                                 028144                      wat? sz? irr linking group= 028148
FCG J071857.2+504115   07 18 57.209  +50 41 15.56   1.68                                 033150                      mg d+d? sz? nat?? unu
FCG J072115.0+531406   07 21 15.047  +53 14 06.39   0.81                                 034481                      wat?? unu
FCG J072241.8+235432   07 22 41.829  +23 54 32.64   0.78                                 035380                      mg irr nat? x? hot spots in lobe of large d?
FCG J072248.1+252832   07 22 48.104  +25 28 32.49   0.94                                 035450                      rc low level dd? x? unu bifurcation?
FCG J073827.0+241455   07 38 27.083  +24 14 55.37   1.16                                 045165                      mg x? arc unu
FCG J074117.3+451521   07 41 17.309  +45 15 21.94   0.27                                 047092                      nat? quad
FCG J074541.6+314256   07 45 41.662  +31 42 56.56   2.21    c                            050342                      t irr core id ambiguous
FCG J075241.4+455628   07 52 41.456  +45 56 28.51   2.45    v                            055632                      mg wat? nat? dd? td? core id ambiguous unu beads linking grp= 055593
FCG J080534.2+241003   08 05 34.232  +24 10 03.68   2.90                                 065951                      mg 3C 192 linking group= 066081
FCG J082400.5+153448   08 24 00.567  +15 34 48.54   1.18                                 083335                      mg nat+sz? dl distorted irr
FCG J083844.6+325311   08 38 44.693  +32 53 11.49   0.89    c                            098076                      sz? dl distorted
FCG J084001.8+294854   08 40 01.881  +29 48 54.59   1.05                                 099366                      t extended low level tail one side
FCG J084312.1+612943   08 43 12.141  +61 29 43.72   0.87                                 102662                      d extended low level tail  unu
FCG J085748.5+592924   08 57 48.516  +59 29 24.43   0.72                                 118319                      mg  unu sz? wat?
FCG J090051.6+505626   09 00 51.642  +50 56 26.82   1.02                                 121643                      sz? nat? dl
FCG J090209.4-012955   09 02 09.420  -01 29 55.72   1.03                                 123095                      sz? nat/wat? with sl?
FCG J090535.8+172810   09 05 35.857  +17 28 10.45   2.39                                 126934                      mg  complex unu linking groups=126854 126879
FCG J090632.3+360428   09 06 32.326  +36 04 28.36   1.02                                 127942                      mg nat+sz? nat?
FCG J091637.4+183829   09 16 37.496  +18 38 29.15   0.60                                 139171                      irr dd? core id ambiguous
FCG J092215.6+122530   09 22 15.653  +12 25 30.48   0.79                                 145507                      mg sz? nat? bifurcation  if system
FCG J092216.0+122537   09 22 16.011  +12 25 37.75   0.83                                 145507                      nat? lobe? arc bifurcation linking group 145414
FCG J093158.9+553307   09 31 58.984  +55 33 07.15   1.69                                 156233                      mg complex region sz? wat? dd? dd+? linking grp= 156435
FCG J094613.1+022226   09 46 13.123  +02 22 26.02   0.89                                 171960                      mg nat/wat? dl? irr ss?
FCG J094937.3+140321   09 49 37.364  +14 03 21.35   1.18                                 175787                      mg sz? twist near core
FCG J100154.6+492033   10 01 54.612  +49 20 33.26   0.91                                 189357                      mg wat? dl  ss? arc
FCG J100404.6+291841   10 04 04.670  +29 18 41.53   1.40                                 191815                      mg wat? sz? dd?
FCG J100920.4+443235   10 09 20.438  +44 32 35.76   1.10                                 197783                      mg nat+nat? dl hook butterfly? distorted
FCG J101540.8+122051   10 15 40.810  +12 20 51.58   1.43                                 204920                      mg complex dd?
FCG J102053.6+483124   10 20 53.671  +48 31 24.51   5.10    c                            210737                      mg nat? dl sz? dd?  linking grp= 210786 210827  4C 48.29.
FCG J102451.3+335619   10 24 51.313  +33 56 19.85   1.10                                 215216                      wat? int doubling arc
FCG J103036.0+143719   10 30 36.056  +14 37 19.69   0.76                                 221540                      nat? wat? arc unu
FCG J103429.3+375913   10 34 29.340  +37 59 13.40   0.75                                 225765                      d+d nat? multiple images?
FCG J103511.7+340617   10 35 11.750  +34 06 17.68   0.79                                 226547                      irr d+? dl?
FCG J104439.8+494139   10 44 39.810  +49 41 39.22   0.51                                 236928                      nat? irr sz?
FCG J104907.5+551313   10 49 07.510  +55 13 13.80   1.88                                 241850                      wat? arc bifurcation  jets?
FCG J105908.3+351211   10 59 08.397  +35 12 11.21   0.67                                 252884                      mg? nat/wat? irr rc?
FCG J110313.3+301441   11 03 13.389  +30 14 41.53   1.28                                 257129                      t tb? x?
FCG J110522.8+300941   11 05 22.855  +30 09 41.55   2.28    c                            259496                      sz? hook dl neat
FCG J110649.1+295349   11 06 49.107  +29 53 49.50   1.08                                 261179                      dd? td? sz?
FCG J111814.4+000046   11 18 14.469  +00 00 46.02   0.45                                 274092                      nat? dl
FCG J112201.3+004637   11 22 01.337  +00 46 37.27   0.94                                 278112                      mg sz? rc? sz+? distorted irr arc
FCG J113305.2-040044   11 33 05.236  -04 00 44.31   1.50                                 290561                      rc? bifurcation
FCG J113830.7+600949   11 38 30.741  +60 09 49.29   1.09                                 296465                      rc? opposing spirals? seagull arc
FCG J114259.5+461054   11 42 59.592  +46 10 54.29   0.74                                 301360                      lobe of sz? dd? ss?
FCG J114337.2+364838   11 43 37.275  +36 48 38.98   0.33                                 302098                      mg d+arc?  unu
FCG J114436.6+110006   11 44 36.675  +11 00 06.04   0.50                                 303168                      rc d low level int silhouette
FCG J114722.5+350104   11 47 22.559  +35 01 04.68   0.67                                 306319                      dd? x?
FCG J115615.9+092317   11 56 15.990  +09 23 17.66   1.67                                 316336                      mg d+d? complex
