SDSS J093424.11+421135.0 09 34 24.112 +42 11 35.05 21.01 1.45 1.675 2.20 0.90 ---   F         42.5  4.80
SDSS J093424.32+421130.8 09 34 24.324 +42 11 30.87 20.30 1.00 1.125 1.40 0.99 ---    1.339    42.5  4.80
SDSS J120727.09+140817.1 12 07 27.100 +14 08 17.18 20.39 1.60 1.775 2.00 0.89 ---    1.801?   10.7  3.95
SDSS J120727.25+140820.3 12 07 27.259 +14 08 20.38 20.27 1.55 1.775 1.95 0.86 ---    1.8  D   10.7  3.95
SDSS J1235+6836A         12 35 54.783 +68 36 24.78 19.04 2.75 2.775 2.80 0.55 ---    1.529D  207.   3.51
SDSS J1235+6836B         12 35 55.270 +68 36 27.07 19.70 0.50 0.625 1.10 0.51 ---    1.514   207.   3.51
SDSS J1507+2903A         15 07 46.909 +29 03 34.15 20.44 0.80 0.975 1.25 0.77 ---    0.875?   14.4  4.35
SDSS J1507+2903B         15 07 47.234 +29 03 33.28 19.97 0.70 0.775 0.95 0.66 ---    0.862?   14.4  4.35
